kelime,koken,has_turkish_chars,word_length,has_double_consonant,major_vowel_harmony,minor_vowel_harmony,vowel_ratio,has_turkish_suffix,label
akbörü,Turkce,1,6,0,0,0,0.5,0,1
feveran,Arapça,0,7,0,0,0,0.428571429,0,0
ınançuçur,Turkce,1,9,0,1,0,0.444444444,0,1
geda,Farsça,0,4,0,0,0,0.5,0,0
baltar,Turkce,0,6,0,1,1,0.333333333,0,1
birebin,Turkce,0,7,0,1,1,0.428571429,0,1
purpura,Latince,0,7,0,1,1,0.428571429,0,0
kevük,Turkce,1,5,0,1,0,0.4,0,1
babun,İngilizce,0,5,0,1,0,0.4,0,0
karayan,Turkce,0,7,0,1,1,0.428571429,0,1
otokton,Fransızca,0,7,0,1,1,0.428571429,0,0
add,Arapça,0,3,1,1,1,0.333333333,0,0
fasile,Arapça,0,6,0,0,0,0.5,0,0
katkı,Turkce,1,5,0,1,1,0.4,0,1
tahtaboş,Farsça,1,8,0,1,0,0.375,0,0
ökaliptüs,Latince,1,9,0,0,0,0.444444444,0,0
fatura,İtalyanca,0,6,0,1,0,0.5,0,0
vitamin,İngilizce,0,7,0,0,0,0.428571429,0,0
sümsüçük,Turkce,1,8,0,1,1,0.375,0,1
efektif,Latince,0,7,0,1,1,0.428571429,0,0
tartan,İngilizce,0,6,0,1,1,0.333333333,0,0
kezlik,Turkce,0,6,0,1,1,0.333333333,1,1
bilgeışbaratamgan,Turkce,1,17,0,0,0,0.411764706,0,1
garip,Arapça,0,5,0,0,0,0.4,0,0
dolmen,Fransızca,0,6,0,0,1,0.333333333,0,0
çağan,Turkce,1,5,0,1,1,0.4,0,1
erdemkağan,Turkce,1,10,0,0,0,0.4,0,1
gubar,Arapça,0,5,0,1,1,0.4,0,0
abat,Farsça,0,4,0,1,1,0.5,0,0
ekmel,Arapça,0,5,0,1,1,0.4,0,0
esma,Arapça,0,4,0,0,0,0.5,0,0
kerevet,Antik Yunanca,0,7,0,1,1,0.428571429,0,0
latte,İtalyanca,0,5,1,0,0,0.4,0,0
seçkin,Turkce,1,6,0,1,1,0.333333333,0,1
koşulgan,Turkce,1,8,0,1,1,0.375,0,1
kuzu,Turkce,0,4,0,1,1,0.5,0,1
gazel,Arapça,0,5,0,0,0,0.4,0,0
tanıl,Turkce,1,5,0,1,1,0.4,0,1
öfori,Fransızca,1,5,0,0,1,0.6,0,0
grip,İngilizce,0,4,0,1,1,0.25,0,0
aynı,Arapça,1,4,0,1,1,0.5,0,0
çuval,Farsça,1,5,0,1,1,0.4,0,0
ajanda,Latince,0,6,0,1,1,0.5,0,0
popcorn,İngilizce,0,7,0,1,1,0.285714286,0,0
barmeyd,İngilizce,0,7,0,0,0,0.285714286,0,0
aksolotl,İngilizce,0,8,0,1,0,0.375,0,0
yaşak,Turkce,1,5,0,1,1,0.4,0,1
davet,Arapça,0,5,0,0,0,0.4,0,0
körü,Turkce,1,4,0,1,1,0.5,0,1
çengi,Farsça,1,5,0,1,1,0.4,0,0
detektör,İngilizce,1,8,0,1,0,0.375,0,0
oğultarkan,Turkce,1,10,0,1,1,0.4,0,1
otçu,Turkce,1,4,0,1,1,0.5,0,1
libretto,İtalyanca,0,8,1,0,0,0.375,0,0
kançora,Turkce,1,7,0,1,0,0.428571429,0,1
cedit,Arapça,0,5,0,1,1,0.4,0,0
bakıtma,Turkce,1,7,0,1,1,0.428571429,0,1
deflasyon,Latince,0,9,0,0,0,0.333333333,0,0
pre+,İngilizce,0,4,0,1,1,0.25,0,0
ali,Arapça,0,3,0,0,0,0.666666667,0,0
betik,Turkce,0,5,0,1,1,0.4,0,1
nam,Farsça,0,3,0,1,1,0.333333333,0,0
pergola,İtalyanca,0,7,0,0,0,0.428571429,0,0
efendi,Antik Yunanca,0,6,0,1,1,0.5,0,0
evliya,Arapça,0,6,0,0,0,0.5,0,0
kentet,İtalyanca,0,6,0,1,1,0.333333333,0,0
evrak,Arapça,0,5,0,0,0,0.4,0,0
baçman,Turkce,1,6,0,1,1,0.333333333,0,1
spin,İngilizce,0,4,0,1,1,0.25,0,0
yurt,Turkce,0,4,0,1,1,0.25,0,1
tavus,Antik Yunanca,0,5,0,1,0,0.4,0,0
bukak,Turkce,0,5,0,1,1,0.4,0,1
depar,Latince,0,5,0,0,0,0.4,0,0
boylakutlutarkan,Turkce,0,16,0,1,0,0.375,0,1
akort,İtalyanca,0,5,0,1,0,0.4,0,0
sevindi,Turkce,0,7,0,1,1,0.428571429,0,1
katran,Antik Yunanca,0,6,0,1,1,0.333333333,0,0
civan,Farsça,0,5,0,0,0,0.4,0,0
trombon,İtalyanca,0,7,0,1,1,0.285714286,0,0
verizm,İtalyanca,0,6,0,1,1,0.333333333,0,0
salcan,Turkce,0,6,0,1,1,0.333333333,0,1
arslankatun,Turkce,0,11,0,1,0,0.363636364,0,1
fruktoz,Latince,0,7,0,1,1,0.285714286,0,0
külüstür,Antik Yunanca,1,8,0,1,1,0.375,0,0
politik,Fransızca,0,7,0,0,1,0.428571429,0,0
ak,Turkce,0,2,0,1,1,0.5,0,1
müze,Fransızca,1,4,0,1,1,0.5,0,0
yangakınal,Turkce,1,10,0,1,1,0.4,0,1
sezen,Turkce,0,5,0,1,1,0.4,0,1
barkdoğdu,Turkce,1,9,0,1,0,0.333333333,0,1
slogan,İngilizce,0,6,0,1,1,0.333333333,0,0
periton,Fransızca,0,7,0,0,0,0.428571429,0,0
gû,Farsça,0,2,0,0,1,0,0,0
vajina,İngilizce,0,6,0,0,0,0.5,0,0
üçün,Turkce,1,4,0,1,1,0.5,0,1
kettaş,Turkce,1,6,1,0,0,0.333333333,1,1
alakurt,Turkce,0,7,0,1,0,0.428571429,0,1
çoyun,Turkce,1,5,0,1,1,0.4,0,1
yelken,Turkce,0,6,0,1,1,0.333333333,0,1
cevap,Arapça,0,5,0,0,0,0.4,0,0
soytarı,Antik Yunanca,1,7,0,1,1,0.428571429,0,0
dekor,Latince,0,5,0,0,0,0.4,0,0
ruam,Antik Yunanca,0,4,0,1,1,0.5,0,0
aygırak,Turkce,1,7,0,1,1,0.428571429,0,1
lapin,Antik Yunanca,0,5,0,0,0,0.4,0,0
revaç,Farsça,1,5,0,0,0,0.4,0,0
kahraman,Farsça,0,8,0,1,1,0.375,0,0
fors,Latince,0,4,0,1,1,0.25,0,0
muflon,İtalyanca,0,6,0,1,1,0.333333333,0,0
kontratak,İngilizce,0,9,0,1,1,0.333333333,0,0
afaki,Arapça,0,5,0,0,0,0.6,0,0
bitter,İngilizce,0,6,1,1,1,0.333333333,0,0
cambaz,Farsça,0,6,0,1,1,0.333333333,0,0
sipsi,Turkce,0,5,0,1,1,0.4,0,1
saçak,Turkce,1,5,0,1,1,0.4,0,1
süsen,Farsça,1,5,0,1,1,0.4,0,0
lor,Farsça,0,3,0,1,1,0.333333333,0,0
künyıpar,Turkce,1,8,0,0,1,0.375,0,1
faraza,Arapça,0,6,0,1,1,0.5,0,0
oglançur,Turkce,1,8,0,1,0,0.375,0,1
tuman,Turkce,0,5,0,1,1,0.4,0,1
ebren,Turkce,0,5,0,1,1,0.4,0,1
yağrınçı,Turkce,1,8,0,1,1,0.375,0,1
yulduz,Turkce,0,6,0,1,1,0.333333333,0,1
sangı,Turkce,1,5,0,1,1,0.4,0,1
fıkra,Arapça,1,5,0,1,1,0.4,0,0
anasır,Arapça,1,6,0,1,1,0.5,0,0
sebük,Turkce,1,5,0,1,0,0.4,0,1
faiz,Arapça,0,4,0,0,0,0.5,0,0
kiş,Almanca,1,3,0,1,1,0.333333333,0,0
bakiye,Arapça,0,6,0,0,0,0.5,0,0
orak,Turkce,0,4,0,1,1,0.5,0,1
tuygu,Turkce,0,5,0,1,1,0.4,0,1
dilek,Turkce,0,5,0,1,1,0.4,0,1
tuyun,Turkce,0,5,0,1,1,0.4,0,1
battaniye,Arapça,0,9,1,0,0,0.444444444,0,0
molibden,Fransızca,0,8,0,0,1,0.375,0,0
çeyiz,Arapça,1,5,0,1,1,0.4,0,0
banka,İtalyanca,0,5,0,1,1,0.4,0,0
tüzbayküçbars,Turkce,1,13,0,0,0,0.307692308,0,1
küfeki,Antik Yunanca,1,6,0,1,1,0.5,0,0
cenk,Farsça,0,4,0,1,1,0.25,0,0
altes,İtalyanca,0,5,0,0,0,0.4,0,0
ulus,Turkce,0,4,0,1,1,0.5,0,1
bermek,Turkce,0,6,0,1,1,0.333333333,0,1
abus,Arapça,0,4,0,1,0,0.5,0,0
tapılgu,Turkce,1,7,0,1,0,0.428571429,0,1
kulunç,Antik Yunanca,1,6,0,1,1,0.333333333,0,0
berhane,Farsça,0,7,0,0,0,0.428571429,0,0
ayn,Arapça,0,3,0,1,1,0.333333333,0,0
yat,İngilizce,0,3,0,1,1,0.333333333,0,0
çaruk,Turkce,1,5,0,1,0,0.4,0,1
köküskaya,Turkce,1,9,0,0,1,0.444444444,0,1
mendirek,Antik Yunanca,0,8,0,1,1,0.375,0,0
badem,Farsça,0,5,0,0,0,0.4,0,0
bilig,Turkce,0,5,0,1,1,0.4,0,1
kontur,İtalyanca,0,6,0,1,1,0.333333333,0,0
evla,Arapça,0,4,0,0,0,0.5,0,0
sigma,Antik Yunanca,0,5,0,0,0,0.4,0,0
guz,Turkce,0,3,0,1,1,0.333333333,0,1
hele,Farsça,0,4,0,1,1,0.5,0,0
ut,Farsça,0,2,0,1,1,0.5,0,0
mikrokozm,Fransızca,0,9,0,0,0,0.333333333,0,0
plankton,Almanca,0,8,0,1,0,0.25,0,0
abajur,Latince,0,6,0,1,0,0.5,0,0
hazan,Farsça,0,5,0,1,1,0.4,0,0
fersude,Farsça,0,7,0,0,0,0.428571429,0,0
çılasun,Turkce,1,7,0,1,0,0.428571429,0,1
tığrak,Turkce,1,6,0,1,1,0.333333333,0,1
kutku,Turkce,0,5,0,1,1,0.4,0,1
kapsül,Latince,1,6,0,0,0,0.333333333,0,0
taytuğlu,Turkce,1,8,0,1,0,0.375,0,1
pelesenk,Farsça,0,8,0,1,1,0.375,0,0
fevkani,Arapça,0,7,0,0,0,0.428571429,0,0
peri,Farsça,0,4,0,1,1,0.5,0,0
katliam,Farsça,0,7,0,0,0,0.428571429,0,0
şov,İngilizce,1,3,0,1,1,0.333333333,0,0
formik,Latince,0,6,0,0,1,0.333333333,0,0
ıstralya,İtalyanca,1,8,0,1,1,0.375,0,0
barımtay,Turkce,1,8,0,1,1,0.375,0,1
caba,Arapça,0,4,0,1,1,0.5,0,0
erküz,Turkce,1,5,0,1,0,0.4,0,1
abı,Turkce,1,3,0,1,1,0.666666667,0,1
koltuk,Turkce,0,6,0,1,1,0.333333333,0,1
barsbeğ,Turkce,1,7,0,0,0,0.285714286,0,1
evreka,Antik Yunanca,0,6,0,0,0,0.5,0,0
kısak,Turkce,1,5,0,1,1,0.4,0,1
offshore,İngilizce,0,8,1,0,1,0.375,0,0
faktör,Latince,1,6,0,0,0,0.333333333,0,0
güveç,Turkce,1,5,0,1,1,0.4,0,1
çerçeve,Farsça,1,7,0,1,1,0.428571429,0,0
acele,Arapça,0,5,0,0,0,0.6,0,0
dağdağa,Arapça,1,7,0,1,1,0.428571429,0,0
muhafazakâr,Farsça,0,11,0,1,1,0.363636364,0,0
rızk,Farsça,1,4,0,1,1,0.25,0,0
raviyoli,İtalyanca,0,8,0,0,0,0.5,0,0
disiplin,Latince,0,8,0,1,1,0.375,0,0
ispiyon,İtalyanca,0,7,0,0,0,0.428571429,0,0
düşman,Farsça,1,6,0,0,1,0.333333333,0,0
armut,Farsça,0,5,0,1,0,0.4,0,0
nekroz,Fransızca,0,6,0,0,0,0.333333333,0,0
batıl,Arapça,1,5,0,1,1,0.4,0,0
çubuk,Farsça,1,5,0,1,1,0.4,0,0
kır,Turkce,1,3,0,1,1,0.333333333,0,1
cilbab,Arapça,0,6,0,0,0,0.333333333,0,0
derya,Farsça,0,5,0,0,0,0.4,0,0
çengin,Turkce,1,6,0,1,1,0.333333333,0,1
galeta,İtalyanca,0,6,0,0,0,0.5,0,0
usuna,Turkce,0,5,0,1,1,0.6,0,1
aksata,Arapça,0,6,0,1,1,0.5,0,0
bongulboğa,Turkce,1,10,0,1,1,0.4,0,1
tamu,Turkce,0,4,0,1,0,0.5,0,1
kutluşat,Turkce,1,8,0,1,1,0.375,0,1
feribot,İngilizce,0,7,0,0,0,0.428571429,0,0
akpamuk,Turkce,0,7,0,1,0,0.428571429,0,1
balkık,Turkce,1,6,0,1,1,0.333333333,0,1
sınkı,Turkce,1,5,0,1,1,0.4,0,1
faraş,Arapça,1,5,0,1,1,0.4,0,0
amel,Arapça,0,4,0,0,0,0.5,0,0
maçuna,İtalyanca,1,6,0,1,0,0.5,0,0
bomba,İtalyanca,0,5,0,1,1,0.4,0,0
flambe,Latince,0,6,0,0,0,0.333333333,0,0
gıyap,Arapça,1,5,0,1,1,0.4,0,0
karbon,Latince,0,6,0,1,0,0.333333333,0,0
dispersiyon,Latince,0,11,0,0,0,0.363636364,0,0
cisim,Arapça,0,5,0,1,1,0.4,0,0
karakun,Turkce,0,7,0,1,0,0.428571429,0,1
yalhı,Turkce,1,5,0,1,1,0.4,0,1
ebed,Arapça,0,4,0,1,1,0.5,0,0
kaban,Fransızca,0,5,0,1,1,0.4,0,0
sebüktegin,Turkce,1,10,0,1,0,0.4,0,1
baskın,Turkce,1,6,0,1,1,0.333333333,0,1
cebin,Arapça,0,5,0,1,1,0.4,0,0
süler,Turkce,1,5,0,1,1,0.4,1,1
akut,İngilizce,0,4,0,1,0,0.5,0,0
baçara,Turkce,1,6,0,1,1,0.5,0,1
boca,İtalyanca,0,4,0,1,1,0.5,0,0
sümük,Turkce,1,5,0,1,1,0.4,0,1
cennet,Arapça,0,6,1,1,1,0.333333333,0,0
bin,Arapça,0,3,0,1,1,0.333333333,0,0
büge,Turkce,1,4,0,1,1,0.5,0,1
ögrüzdemir,Turkce,1,10,0,1,1,0.4,0,1
perest,Farsça,0,6,0,1,1,0.333333333,0,0
hıncahınç,Farsça,1,9,0,1,1,0.333333333,0,0
esen,Farsça,0,4,0,1,1,0.5,0,0
ceriha,Arapça,0,6,0,0,0,0.5,0,0
tınbeğ,Turkce,1,6,0,0,0,0.333333333,0,1
gökçen,Turkce,1,6,0,1,1,0.333333333,0,1
ataş,Fransızca,1,4,0,1,1,0.5,1,0
tiri,Turkce,0,4,0,1,1,0.5,0,1
ajitasyon,Latince,0,9,0,0,0,0.444444444,0,0
tampon,Fransızca,0,6,0,1,0,0.333333333,0,0
arsıl,Turkce,1,5,0,1,1,0.4,0,1
kutan,Turkce,0,5,0,1,1,0.4,0,1
bono,İtalyanca,0,4,0,1,1,0.5,0,0
azganaz,Turkce,0,7,0,1,1,0.428571429,0,1
melamin,Almanca,0,7,0,0,0,0.428571429,0,0
ebabil,Arapça,0,6,0,0,0,0.5,0,0
tundar,Turkce,0,6,0,1,1,0.333333333,0,1
aldatmak,Turkce,0,8,0,1,1,0.375,0,1
salça,İtalyanca,1,5,0,1,1,0.4,0,0
elem,Arapça,0,4,0,1,1,0.5,0,0
otonomi,Fransızca,0,7,0,0,1,0.571428571,0,0
börübars,Turkce,1,8,0,0,1,0.375,0,1
sarı,Turkce,1,4,0,1,1,0.5,0,1
alayunt,Turkce,0,7,0,1,0,0.428571429,0,1
tamduk,Turkce,0,6,0,1,0,0.333333333,0,1
ru,Farsça,0,2,0,1,1,0.5,0,0
vazelin,Almanca,0,7,0,0,0,0.428571429,0,0
cani,Arapça,0,4,0,0,0,0.5,0,0
siroz,Latince,0,5,0,0,0,0.4,0,0
perçin,Farsça,1,6,0,1,1,0.333333333,0,0
aydanarı,Turkce,1,8,0,1,1,0.5,0,1
süçür,Turkce,1,5,0,1,1,0.4,0,1
video,İngilizce,0,5,0,0,0,0.6,0,0
cinas,Arapça,0,5,0,0,0,0.4,0,0
pamuk,Turkce,0,5,0,1,0,0.4,0,1
konvoy,İtalyanca,0,6,0,1,1,0.333333333,0,0
sır,Turkce,1,3,0,1,1,0.333333333,0,1
atıfet,Arapça,1,6,0,0,0,0.5,0,0
sportmen,İngilizce,0,8,0,0,1,0.25,0,0
zangoç,Farsça,1,6,0,1,0,0.333333333,0,0
anksiyete,Latince,0,9,0,0,0,0.444444444,0,0
kömçü,Turkce,1,5,0,1,1,0.4,0,1
banko,İtalyanca,0,5,0,1,0,0.4,0,0
#AD?,Farsça,0,4,0,1,1,0.25,0,0
köfter,Farsça,1,6,0,1,1,0.333333333,0,0
yılan,Turkce,1,5,0,1,1,0.4,0,1
karagüne,Turkce,1,8,0,0,0,0.5,0,1
takoz,İtalyanca,0,5,0,1,0,0.4,0,0
bayur,Turkce,0,5,0,1,0,0.4,0,1
krema,İtalyanca,0,5,0,0,0,0.4,0,0
yostiq,Turkce,0,6,0,0,1,0.333333333,0,1
tölekkaya,Turkce,1,9,1,0,0,0.444444444,0,1
tarman,Turkce,0,6,0,1,1,0.333333333,0,1
tuçayan,Turkce,1,7,0,1,1,0.428571429,0,1
ançüez,İngilizce,1,6,0,0,0,0.5,0,0
sake,İngilizce,0,4,0,0,0,0.5,0,0
gerdan,Farsça,0,6,0,0,0,0.333333333,0,0
fitil,Arapça,0,5,0,1,1,0.4,0,0
konçak,Turkce,1,6,0,1,1,0.333333333,0,1
şömiz,Latince,1,5,0,1,1,0.4,0,0
tökünçe,Turkce,1,7,0,1,1,0.428571429,0,1
beriberi,İngilizce,0,8,0,1,1,0.5,0,0
fena,Arapça,0,4,0,0,0,0.5,0,0
bügdüzemen,Turkce,1,10,0,1,1,0.4,0,1
anket,Latince,0,5,0,0,0,0.4,0,0
volfram,Almanca,0,7,0,1,1,0.285714286,0,0
silojizm,İngilizce,0,8,0,0,0,0.375,0,0
alphan,Turkce,0,6,0,1,1,0.333333333,0,1
bühtan,Arapça,1,6,0,0,1,0.333333333,0,0
ayçiçek,Turkce,1,7,0,0,0,0.428571429,0,1
iskandil,İtalyanca,0,8,0,0,0,0.375,0,0
amok,İngilizce,0,4,0,1,0,0.5,0,0
ilbaşı,Turkce,1,6,0,0,0,0.5,0,1
asana,Turkce,0,5,0,1,1,0.6,0,1
gaflet,Arapça,0,6,0,0,0,0.333333333,0,0
fasıla,Arapça,1,6,0,1,1,0.5,0,0
karayığaç,Turkce,1,9,0,1,1,0.444444444,0,1
alptunga,Turkce,0,8,0,1,0,0.375,0,1
lipsos,Antik Yunanca,0,6,0,0,0,0.333333333,0,0
süyünbike,Turkce,1,9,0,1,1,0.444444444,0,1
döne,Turkce,1,4,0,1,1,0.5,0,1
mozole,Fransızca,0,6,0,0,1,0.5,0,0
acz,Arapça,0,3,0,1,1,0.333333333,0,0
vazo+,İngilizce,0,5,0,1,0,0.4,0,0
akbay,Turkce,0,5,0,1,1,0.4,0,1
bağırsak,Turkce,1,8,0,1,1,0.375,0,1
eis,Antik Yunanca,0,3,0,1,1,0.666666667,0,0
dede,Turkce,0,4,0,1,1,0.5,0,1
tolmuş,Turkce,1,6,0,1,1,0.333333333,0,1
mandıra,Antik Yunanca,1,7,0,1,1,0.428571429,0,0
ildeniz,Turkce,0,7,0,1,1,0.428571429,0,1
lağım,Antik Yunanca,1,5,0,1,1,0.4,0,0
ahkâm,Arapça,0,5,0,1,1,0.2,0,0
program,Fransızca,0,7,0,1,1,0.285714286,0,0
klinker,İngilizce,0,7,0,1,1,0.285714286,0,0
aksan,Latince,0,5,0,1,1,0.4,0,0
oğulçak,Turkce,1,7,0,1,1,0.428571429,0,1
seli,Turkce,0,4,0,1,1,0.5,0,1
urunguşat,Turkce,1,9,0,1,1,0.444444444,0,1
gazi,Arapça,0,4,0,0,0,0.5,0,0
selenyum,Latince,0,8,0,0,0,0.375,0,0
şarampol,Almanca,1,8,0,1,0,0.375,0,0
dert,Farsça,0,4,0,1,1,0.25,0,0
izbandut,İtalyanca,0,8,0,0,0,0.375,0,0
kehf,Latince,0,4,0,1,1,0.25,0,0
osteoporoz,Fransızca,0,10,0,0,0,0.5,0,0
diferansiyel,Latince,0,12,0,0,0,0.416666667,0,0
akıl,Arapça,1,4,0,1,1,0.5,0,0
hod,Farsça,0,3,0,1,1,0.333333333,0,0
kakşaaçkı,Turkce,1,9,0,1,1,0.444444444,0,1
şalçak,Turkce,1,6,0,1,1,0.333333333,0,1
süledi,Turkce,1,6,0,1,1,0.5,0,1
işve,Farsça,1,4,0,1,1,0.5,0,0
vazo,İtalyanca,0,4,0,1,0,0.5,0,0
turumçan,Turkce,1,8,0,1,1,0.375,0,1
oratoryo,İtalyanca,0,8,0,1,0,0.5,0,0
tok,Turkce,0,3,0,1,1,0.333333333,0,1
piranha,İngilizce,0,7,0,0,0,0.428571429,0,0
çakırça,Turkce,1,7,0,1,1,0.428571429,0,1
doğankaykan,Turkce,1,11,0,1,1,0.363636364,0,1
tayüge,Turkce,1,6,0,0,0,0.5,0,1
realpolitik,Almanca,0,11,0,0,0,0.454545455,0,0
yaşın,Turkce,1,5,0,1,1,0.4,0,1
efervesan,Latince,0,9,0,0,0,0.444444444,0,0
salon,İtalyanca,0,5,0,1,0,0.4,0,0
ildike,Turkce,0,6,0,1,1,0.5,0,1
yıldır,Turkce,1,6,0,1,1,0.333333333,0,1
arslansungur,Turkce,0,12,0,1,0,0.333333333,0,1
kasırku,Turkce,1,7,0,1,0,0.428571429,0,1
çerez,Farsça,1,5,0,1,1,0.4,0,0
tan,Turkce,0,3,0,1,1,0.333333333,0,1
kiraz,Antik Yunanca,0,5,0,0,0,0.4,0,0
fonksiyon,Latince,0,9,0,0,0,0.333333333,0,0
entim,Latince,0,5,0,1,1,0.4,0,0
ıtak,Turkce,1,4,0,1,1,0.5,0,1
bozbörü,Turkce,1,7,0,0,1,0.428571429,0,1
gulgule,Arapça,0,7,0,0,1,0.428571429,0,0
çağlayan,Turkce,1,8,0,1,1,0.375,0,1
düşes,Latince,1,5,0,1,1,0.4,0,0
evlek,Antik Yunanca,0,5,0,1,1,0.4,0,0
öngü,Turkce,1,4,0,1,1,0.5,0,1
bad,Farsça,0,3,0,1,1,0.333333333,0,0
ebat,Arapça,0,4,0,0,0,0.5,0,0
kur,Turkce,0,3,0,1,1,0.333333333,0,1
arazi,Arapça,0,5,0,0,0,0.6,0,0
mancınık,Antik Yunanca,1,8,0,1,1,0.375,0,0
buhran,Arapça,0,6,0,1,1,0.333333333,0,0
tamantarkan,Turkce,0,11,0,1,1,0.363636364,0,1
kubaçakırca,Turkce,1,11,0,1,1,0.454545455,0,1
mader,Farsça,0,5,0,0,0,0.4,0,0
yoruk,Turkce,0,5,0,1,1,0.4,0,1
ama,Arapça,0,3,0,1,1,0.666666667,0,0
azban,Turkce,0,5,0,1,1,0.4,0,1
buğday,Turkce,1,6,0,1,1,0.333333333,0,1
keşmekeş,Farsça,1,8,0,1,1,0.375,0,0
start,İngilizce,0,5,0,1,1,0.2,0,0
nubuk,İngilizce,0,5,0,1,1,0.4,0,0
akait,Arapça,0,5,0,0,0,0.6,0,0
kabotaj,Latince,0,7,0,1,0,0.428571429,0,0
hümayun,Farsça,1,7,0,0,0,0.428571429,0,0
atgak,Turkce,0,5,0,1,1,0.4,0,1
madrabaz,Farsça,0,8,0,1,1,0.375,0,0
kösele,Farsça,1,6,0,1,1,0.5,0,0
asi,Arapça,0,3,0,0,0,0.666666667,0,0
dürmen,Turkce,1,6,0,1,1,0.333333333,0,1
gayet,Arapça,0,5,0,0,0,0.4,0,0
script,İngilizce,0,6,0,1,1,0.166666667,0,0
talancı,Turkce,1,7,0,1,1,0.428571429,1,1
aheste,Farsça,0,6,0,0,0,0.5,0,0
güderi,Antik Yunanca,1,6,0,1,1,0.5,0,0
künçtutuk,Turkce,1,9,0,0,1,0.333333333,0,1
küme,Antik Yunanca,1,4,0,1,1,0.5,0,0
defaat,Arapça,0,6,0,0,0,0.5,0,0
basanyalavaç,Turkce,1,12,0,1,1,0.416666667,0,1
kaymas,Turkce,0,6,0,1,1,0.333333333,0,1
çavaş,Turkce,1,5,0,1,1,0.4,0,1
retorik,Fransızca,0,7,0,0,0,0.428571429,0,0
sedye,İtalyanca,0,5,0,1,1,0.4,0,0
hipokaust,Almanca,0,9,0,0,0,0.444444444,0,0
artukaç,Turkce,1,7,0,1,0,0.428571429,0,1
toksuçiğil,Turkce,1,10,0,0,1,0.4,0,1
bükebuyraç,Turkce,1,10,0,0,0,0.4,0,1
korno,İtalyanca,0,5,0,1,1,0.4,0,0
monçuk,Turkce,1,6,0,1,1,0.333333333,0,1
demiryumruk,Turkce,0,11,0,0,0,0.363636364,0,1
urungukülük,Turkce,1,11,0,0,1,0.454545455,1,1
aydoğmuş,Turkce,1,8,0,1,0,0.375,0,1
kinsin,Turkce,0,6,0,1,1,0.333333333,0,1
çeşm,Farsça,1,4,0,1,1,0.25,0,0
acar,Arapça,0,4,0,1,1,0.5,0,0
toyun,Turkce,0,5,0,1,1,0.4,0,1
lonca,İtalyanca,0,5,0,1,1,0.4,0,0
yeşil,Turkce,1,5,0,1,1,0.4,0,1
yılbars,Turkce,1,7,0,1,1,0.285714286,0,1
bilardo,İtalyanca,0,7,0,0,0,0.428571429,0,0
kurna,Antik Yunanca,0,5,0,1,1,0.4,0,0
kaşkariko,İtalyanca,1,9,0,0,0,0.444444444,0,0
glüten,Latince,1,6,0,1,1,0.333333333,0,0
alçiçek,Turkce,1,7,0,0,0,0.428571429,0,1
berkyaruk,Turkce,0,9,0,0,0,0.333333333,0,1
çiçek,Turkce,1,5,0,1,1,0.4,0,1
dönek,Turkce,1,5,0,1,1,0.4,0,1
tolga,Turkce,0,5,0,1,1,0.4,0,1
paravan,İtalyanca,0,7,0,1,1,0.428571429,0,0
iltüzer,Turkce,1,7,0,1,0,0.428571429,0,1
ases,Arapça,0,4,0,0,0,0.5,0,0
sayramoq,Turkce,0,8,0,1,0,0.375,0,1
azade,Farsça,0,5,0,0,0,0.6,0,0
amfi,Antik Yunanca,0,4,0,0,0,0.5,0,0
içne,Turkce,1,4,0,1,1,0.5,0,1
ırmak,Turkce,1,5,0,1,1,0.4,0,1
gökbörü,Turkce,1,7,0,1,1,0.428571429,0,1
yabunsu,Turkce,0,7,0,1,0,0.428571429,0,1
pey,Farsça,0,3,0,1,1,0.333333333,0,0
elektro,İngilizce,0,7,0,0,0,0.428571429,0,0
müşkülpesent,Farsça,1,12,0,1,1,0.333333333,0,0
şablon,Almanca,1,6,0,1,0,0.333333333,0,0
silig,Turkce,0,5,0,1,1,0.4,0,1
zombi,İngilizce,0,5,0,0,1,0.4,0,0
dirgen,Antik Yunanca,0,6,0,1,1,0.333333333,0,0
arşun,Turkce,1,5,0,1,0,0.4,0,1
dike,Turkce,0,4,0,1,1,0.5,0,1
laf,Farsça,0,3,0,1,1,0.333333333,0,0
ebin,Turkce,0,4,0,1,1,0.5,0,1
yabgu,Turkce,0,5,0,1,0,0.4,0,1
ispanyolet,Latince,0,10,0,0,0,0.4,0,0
aziz,Arapça,0,4,0,0,0,0.5,0,0
cömert,Farsça,1,6,0,1,1,0.333333333,0,0
gadir,Arapça,0,5,0,0,0,0.4,0,0
entansif,Latince,0,8,0,0,0,0.375,0,0
namus,Antik Yunanca,0,5,0,1,0,0.4,0,0
preparat,Almanca,0,8,0,0,0,0.375,0,0
sağrak,Farsça,1,6,0,1,1,0.333333333,0,0
yalsaka,Turkce,0,7,0,1,1,0.428571429,0,1
bülbül,Arapça,1,6,0,1,1,0.333333333,0,0
yarık,Turkce,1,5,0,1,1,0.4,0,1
küllük,Turkce,1,6,1,1,1,0.333333333,1,1
pıhtı,Farsça,1,5,0,1,1,0.4,0,0
volta,İtalyanca,0,5,0,1,1,0.4,0,0
borazan,Farsça,0,7,0,1,1,0.428571429,0,0
kıyangüçü,Turkce,1,9,0,0,0,0.444444444,0,1
